student_id,week_number,month,total_classes,attended_classes,percentage
378,8,September,18,13,72.22
378,9,October,19,15,78.95
378,10,October,21,16,76.19
378,11,October,19,16,84.21
378,12,October,24,20,83.33
378,13,November,19,16,84.21
378,14,November,24,21,87.5
379,1,August,23,15,65.22
379,2,August,24,15,62.5
379,3,August,21,14,66.67
379,4,August,22,14,63.64
379,5,September,21,15,71.43
379,6,September,21,15,71.43
379,7,September,21,15,71.43
379,8,September,24,18,75.0
379,9,October,23,17,73.91
379,10,October,18,14,77.78
379,11,October,21,16,76.19
379,12,October,22,18,81.82
379,13,November,20,17,85.0
379,14,November,23,18,78.26
380,1,August,22,18,81.82
380,2,August,18,15,83.33
380,3,August,25,19,76.0
380,4,August,21,15,71.43
380,5,September,24,17,70.83
380,6,September,19,13,68.42
380,7,September,20,12,60.0
380,8,September,25,15,60.0
380,9,October,20,11,55.0
380,10,October,24,14,58.33
380,11,October,23,11,47.83
380,12,October,18,9,50.0
380,13,November,24,11,45.83
380,14,November,25,10,40.0
381,1,August,18,15,83.33
381,2,August,19,15,78.95
381,3,August,19,15,78.95
381,4,August,20,15,75.0
381,5,September,18,14,77.78
381,6,September,24,18,75.0
381,7,September,22,16,72.73
381,8,September,25,18,72.0
381,9,October,19,13,68.42
381,10,October,23,15,65.22
381,11,October,20,14,70.0
381,12,October,24,15,62.5
381,13,November,25,15,60.0
381,14,November,20,12,60.0
382,1,August,23,20,86.96
382,2,August,25,22,88.0
382,3,August,25,22,88.0
382,4,August,20,17,85.0
382,5,September,25,22,88.0
382,6,September,24,21,87.5
382,7,September,19,16,84.21
382,8,September,20,17,85.0
382,9,October,20,17,85.0
382,10,October,20,17,85.0
382,11,October,20,18,90.0
382,12,October,21,18,85.71
382,13,November,22,19,86.36
382,14,November,20,17,85.0
383,1,August,19,17,89.47
383,2,August,21,17,80.95
383,3,August,22,18,81.82
383,4,August,25,18,72.0
383,5,September,25,19,76.0
383,6,September,22,16,72.73
383,7,September,18,13,72.22
383,8,September,19,12,63.16
383,9,October,23,14,60.87
383,10,October,24,14,58.33
383,11,October,21,12,57.14
383,12,October,25,14,56.0
383,13,November,18,9,50.0
383,14,November,24,11,45.83
384,1,August,22,14,63.64
384,2,August,24,15,62.5
384,3,August,22,15,68.18
384,4,August,22,16,72.73
384,5,September,23,16,69.57
384,6,September,21,15,71.43
384,7,September,23,17,73.91
384,8,September,19,14,73.68
384,9,October,21,17,80.95
384,10,October,21,17,80.95
384,11,October,18,15,83.33
384,12,October,24,20,83.33
384,13,November,20,17,85.0
384,14,November,19,17,89.47
385,1,August,24,15,62.5
385,2,August,22,14,63.64
385,3,August,19,13,68.42
385,4,August,24,18,75.0
385,5,September,24,18,75.0
385,6,September,19,14,73.68
385,7,September,18,14,77.78
385,8,September,22,17,77.27
385,9,October,21,18,85.71
385,10,October,22,18,81.82
385,11,October,23,20,86.96
385,12,October,18,15,83.33
385,13,November,23,20,86.96
385,14,November,25,23,92.0
386,1,August,21,19,90.48
386,2,August,22,19,86.36
386,3,August,25,23,92.0
386,4,August,25,23,92.0
386,5,September,21,19,90.48
386,6,September,20,18,90.0
386,7,September,23,20,86.96
386,8,September,21,19,90.48
386,9,October,22,20,90.91
386,10,October,18,16,88.89
386,11,October,25,24,96.0
386,12,October,22,19,86.36
386,13,November,24,22,91.67
386,14,November,21,19,90.48
387,1,August,22,19,86.36
387,2,August,19,16,84.21
387,3,August,22,18,81.82
387,4,August,24,18,75.0
387,5,September,20,15,75.0
387,6,September,25,17,68.0
387,7,September,21,13,61.9
387,8,September,19,12,63.16
387,9,October,18,10,55.56
387,10,October,20,12,60.0
387,11,October,22,13,59.09
387,12,October,24,12,50.0
387,13,November,21,10,47.62
387,14,November,20,9,45.0
388,1,August,24,20,83.33
388,2,August,25,21,84.0
388,3,August,19,16,84.21
388,4,August,21,17,80.95
388,5,September,22,19,86.36
388,6,September,20,16,80.0
388,7,September,18,15,83.33
388,8,September,19,16,84.21
388,9,October,18,14,77.78
388,10,October,25,21,84.0
388,11,October,25,21,84.0
388,12,October,25,20,80.0
388,13,November,24,20,83.33
388,14,November,19,15,78.95
389,1,August,24,22,91.67
389,2,August,19,18,94.74
389,3,August,21,20,95.24
389,4,August,22,20,90.91
389,5,September,20,19,95.0
389,6,September,20,18,90.0
389,7,September,23,20,86.96
389,8,September,21,19,90.48
389,9,October,18,16,88.89
389,10,October,23,21,91.3
389,11,October,23,21,91.3
389,12,October,23,21,91.3
389,13,November,23,20,86.96
389,14,November,20,18,90.0
390,1,August,23,19,82.61
390,2,August,20,16,80.0
390,3,August,20,17,85.0
390,4,August,22,19,86.36
390,5,September,18,15,83.33
390,6,September,24,20,83.33
390,7,September,19,16,84.21
390,8,September,23,20,86.96
390,9,October,25,21,84.0
390,10,October,20,16,80.0
390,11,October,25,21,84.0
390,12,October,23,19,82.61
390,13,November,19,16,84.21
390,14,November,19,16,84.21
391,1,August,21,18,85.71
391,2,August,18,15,83.33
391,3,August,19,16,84.21
391,4,August,21,18,85.71
391,5,September,19,15,78.95
391,6,September,23,18,78.26
391,7,September,19,15,78.95
391,8,September,23,18,78.26
391,9,October,19,14,73.68
391,10,October,21,15,71.43
391,11,October,24,16,66.67
391,12,October,20,14,70.0
391,13,November,23,16,69.57
391,14,November,20,13,65.0
392,1,August,22,20,90.91
392,2,August,21,19,90.48
392,3,August,22,21,95.45
392,4,August,20,19,95.0
392,5,September,18,17,94.44
392,6,September,19,18,94.74
392,7,September,18,16,88.89
392,8,September,24,23,95.83
392,9,October,20,18,90.0
392,10,October,25,23,92.0
392,11,October,24,22,91.67
392,12,October,24,22,91.67
392,13,November,23,22,95.65
392,14,November,20,19,95.0
393,1,August,24,20,83.33
393,2,August,25,21,84.0
393,3,August,21,17,80.95
393,4,August,18,14,77.78
393,5,September,22,17,77.27
393,6,September,20,14,70.0
393,7,September,25,19,76.0
393,8,September,19,14,73.68
393,9,October,22,16,72.73
393,10,October,18,13,72.22
393,11,October,20,14,70.0
393,12,October,23,15,65.22
393,13,November,25,16,64.0
393,14,November,23,14,60.87
394,1,August,24,20,83.33
394,2,August,24,19,79.17
394,3,August,24,20,83.33
394,4,August,23,19,82.61
394,5,September,24,18,75.0
394,6,September,20,14,70.0
394,7,September,22,16,72.73
394,8,September,25,17,68.0
394,9,October,19,13,68.42
394,10,October,20,14,70.0
394,11,October,18,12,66.67
394,12,October,22,15,68.18
394,13,November,25,16,64.0
394,14,November,21,13,61.9
395,1,August,22,20,90.91
395,2,August,21,19,90.48
395,3,August,23,21,91.3
395,4,August,25,24,96.0
395,5,September,20,19,95.0
395,6,September,19,18,94.74
395,7,September,23,22,95.65
395,8,September,20,19,95.0
395,9,October,24,22,91.67
395,10,October,25,23,92.0
395,11,October,19,18,94.74
395,12,October,21,20,95.24
395,13,November,25,22,88.0
395,14,November,19,17,89.47
396,1,August,22,14,63.64
396,2,August,22,15,68.18
396,3,August,21,14,66.67
396,4,August,21,14,66.67
396,5,September,24,17,70.83
396,6,September,25,17,68.0
396,7,September,21,16,76.19
396,8,September,20,15,75.0
396,9,October,21,15,71.43
396,10,October,22,17,77.27
396,11,October,25,20,80.0
396,12,October,20,16,80.0
396,13,November,20,16,80.0
396,14,November,23,18,78.26
397,1,August,21,20,95.24
397,2,August,25,24,96.0
397,3,August,22,20,90.91
397,4,August,22,20,90.91
397,5,September,18,16,88.89
397,6,September,24,22,91.67
397,7,September,18,17,94.44
397,8,September,22,20,90.91
397,9,October,22,20,90.91
397,10,October,18,16,88.89
397,11,October,24,21,87.5
397,12,October,23,21,91.3
397,13,November,22,19,86.36
397,14,November,23,21,91.3
398,1,August,24,22,91.67
398,2,August,23,21,91.3
398,3,August,19,17,89.47
398,4,August,22,20,90.91
398,5,September,19,17,89.47
398,6,September,19,17,89.47
398,7,September,21,19,90.48
398,8,September,25,23,92.0
398,9,October,22,20,90.91
398,10,October,19,17,89.47
398,11,October,25,23,92.0
398,12,October,24,23,95.83
398,13,November,19,17,89.47
398,14,November,21,20,95.24
399,1,August,20,13,65.0
399,2,August,25,16,64.0
399,3,August,19,13,68.42
399,4,August,22,15,68.18
399,5,September,20,13,65.0
399,6,September,20,15,75.0
399,7,September,25,19,76.0
399,8,September,22,17,77.27
399,9,October,23,18,78.26
399,10,October,21,17,80.95
399,11,October,23,20,86.96
399,12,October,19,16,84.21
399,13,November,21,18,85.71
399,14,November,21,19,90.48
400,1,August,23,14,60.87
400,2,August,25,15,60.0
400,3,August,20,12,60.0
400,4,August,22,14,63.64
400,5,September,20,13,65.0
400,6,September,19,13,68.42
400,7,September,25,17,68.0
400,8,September,21,15,71.43
400,9,October,24,19,79.17
400,10,October,25,18,72.0
400,11,October,21,16,76.19
400,12,October,20,16,80.0
400,13,November,24,19,79.17
400,14,November,18,15,83.33
401,1,August,25,23,92.0
401,2,August,23,22,95.65
401,3,August,18,17,94.44
401,4,August,20,18,90.0
401,5,September,22,20,90.91
401,6,September,22,20,90.91
401,7,September,23,20,86.96
401,8,September,22,20,90.91
401,9,October,25,23,92.0
401,10,October,20,19,95.0
401,11,October,20,18,90.0
401,12,October,18,16,88.89
401,13,November,25,24,96.0
401,14,November,21,19,90.48
402,1,August,25,22,88.0
402,2,August,24,21,87.5
402,3,August,19,17,89.47
402,4,August,21,20,95.24
402,5,September,18,16,88.89
402,6,September,21,18,85.71
402,7,September,24,21,87.5
402,8,September,21,19,90.48
402,9,October,25,22,88.0
402,10,October,20,18,90.0
402,11,October,23,20,86.96
402,12,October,25,23,92.0
402,13,November,24,21,87.5
402,14,November,18,16,88.89
403,1,August,19,16,84.21
403,2,August,18,14,77.78
403,3,August,20,16,80.0
403,4,August,20,14,70.0
403,5,September,20,14,70.0
403,6,September,24,17,70.83
403,7,September,22,13,59.09
403,8,September,25,15,60.0
403,9,October,24,14,58.33
403,10,October,20,10,50.0
403,11,October,18,9,50.0
403,12,October,18,8,44.44
403,13,November,22,9,40.91
403,14,November,18,8,44.44
404,1,August,20,19,95.0
404,2,August,19,17,89.47
404,3,August,24,21,87.5
404,4,August,19,17,89.47
404,5,September,19,17,89.47
404,6,September,25,22,88.0
404,7,September,24,21,87.5
404,8,September,19,17,89.47
404,9,October,24,21,87.5
404,10,October,25,23,92.0
404,11,October,24,21,87.5
404,12,October,18,15,83.33
404,13,November,21,19,90.48
404,14,November,24,22,91.67
405,1,August,25,22,88.0
405,2,August,22,20,90.91
405,3,August,24,22,91.67
405,4,August,23,21,91.3
405,5,September,19,17,89.47
405,6,September,19,17,89.47
405,7,September,19,18,94.74
405,8,September,24,22,91.67
405,9,October,19,17,89.47
405,10,October,25,23,92.0
405,11,October,18,17,94.44
405,12,October,21,19,90.48
405,13,November,20,18,90.0
405,14,November,22,20,90.91
406,1,August,21,18,85.71
406,2,August,19,15,78.95
406,3,August,19,15,78.95
406,4,August,18,15,83.33
406,5,September,20,17,85.0
406,6,September,18,15,83.33
406,7,September,25,19,76.0
406,8,September,23,19,82.61
406,9,October,20,16,80.0
406,10,October,22,18,81.82
406,11,October,20,16,80.0
406,12,October,18,15,83.33
406,13,November,20,16,80.0
406,14,November,25,20,80.0
407,1,August,20,18,90.0
407,2,August,23,22,95.65
407,3,August,19,18,94.74
407,4,August,18,16,88.89
407,5,September,24,22,91.67
407,6,September,23,22,95.65
407,7,September,19,16,84.21
407,8,September,18,17,94.44
407,9,October,25,24,96.0
407,10,October,24,22,91.67
407,11,October,25,23,92.0
407,12,October,21,18,85.71
407,13,November,23,21,91.3
407,14,November,19,17,89.47
408,1,August,19,18,94.74
408,2,August,21,19,90.48
408,3,August,22,20,90.91
408,4,August,20,17,85.0
408,5,September,18,17,94.44
408,6,September,24,21,87.5
408,7,September,23,21,91.3
408,8,September,21,19,90.48
408,9,October,24,22,91.67
408,10,October,20,18,90.0
408,11,October,23,21,91.3
408,12,October,22,19,86.36
408,13,November,18,16,88.89
408,14,November,20,18,90.0
409,1,August,19,17,89.47
409,2,August,18,16,88.89
409,3,August,24,22,91.67
409,4,August,20,18,90.0
409,5,September,20,19,95.0
409,6,September,18,16,88.89
409,7,September,22,20,90.91
409,8,September,19,18,94.74
409,9,October,24,22,91.67
409,10,October,18,16,88.89
409,11,October,23,22,95.65
409,12,October,18,17,94.44
409,13,November,20,19,95.0
409,14,November,25,22,88.0
410,1,August,20,17,85.0
410,2,August,20,17,85.0
410,3,August,25,21,84.0
410,4,August,21,18,85.71
410,5,September,23,19,82.61
410,6,September,25,21,84.0
410,7,September,19,16,84.21
410,8,September,22,19,86.36
410,9,October,24,21,87.5
410,10,October,24,20,83.33
410,11,October,21,18,85.71
410,12,October,20,17,85.0
410,13,November,19,16,84.21
410,14,November,19,16,84.21
411,1,August,25,22,88.0
411,2,August,18,15,83.33
411,3,August,18,15,83.33
411,4,August,18,14,77.78
411,5,September,23,17,73.91
411,6,September,20,15,75.0
411,7,September,22,16,72.73
411,8,September,24,16,66.67
411,9,October,18,12,66.67
411,10,October,23,15,65.22
411,11,October,25,17,68.0
411,12,October,25,16,64.0
411,13,November,23,14,60.87
411,14,November,21,13,61.9
412,1,August,22,18,81.82
412,2,August,21,17,80.95
412,3,August,21,16,76.19
412,4,August,22,17,77.27
412,5,September,20,14,70.0
412,6,September,19,13,68.42
412,7,September,18,12,66.67
412,8,September,23,15,65.22
412,9,October,20,13,65.0
412,10,October,25,15,60.0
412,11,October,24,14,58.33
412,12,October,18,10,55.56
412,13,November,23,13,56.52
412,14,November,19,10,52.63
413,1,August,24,21,87.5
413,2,August,24,21,87.5
413,3,August,19,16,84.21
413,4,August,20,17,85.0
413,5,September,21,18,85.71
413,6,September,19,16,84.21
413,7,September,22,19,86.36
413,8,September,24,21,87.5
413,9,October,24,20,83.33
413,10,October,19,16,84.21
413,11,October,24,20,83.33
413,12,October,18,15,83.33
413,13,November,19,16,84.21
413,14,November,22,19,86.36
414,1,August,20,16,80.0
414,2,August,22,18,81.82
414,3,August,20,16,80.0
414,4,August,19,16,84.21
414,5,September,21,17,80.95
414,6,September,20,16,80.0
414,7,September,24,20,83.33
414,8,September,23,19,82.61
414,9,October,22,19,86.36
414,10,October,23,19,82.61
414,11,October,21,18,85.71
414,12,October,19,16,84.21
414,13,November,25,21,84.0
414,14,November,22,19,86.36
415,1,August,21,18,85.71
415,2,August,23,21,91.3
415,3,August,18,16,88.89
415,4,August,19,17,89.47
415,5,September,18,16,88.89
415,6,September,24,22,91.67
415,7,September,19,17,89.47
415,8,September,23,21,91.3
415,9,October,24,21,87.5
415,10,October,24,23,95.83
415,11,October,25,22,88.0
415,12,October,18,17,94.44
415,13,November,24,22,91.67
415,14,November,18,16,88.89
416,1,August,23,20,86.96
416,2,August,25,21,84.0
416,3,August,21,18,85.71
416,4,August,23,20,86.96
416,5,September,23,19,82.61
416,6,September,22,18,81.82
416,7,September,20,17,85.0
416,8,September,24,21,87.5
416,9,October,18,15,83.33
416,10,October,20,17,85.0
416,11,October,21,18,85.71
416,12,October,20,17,85.0
416,13,November,24,20,83.33
416,14,November,20,17,85.0
417,1,August,24,22,91.67
417,2,August,20,18,90.0
417,3,August,24,22,91.67
417,4,August,19,17,89.47
417,5,September,23,21,91.3
417,6,September,18,17,94.44
417,7,September,24,22,91.67
417,8,September,23,21,91.3
417,9,October,24,22,91.67
417,10,October,20,19,95.0
417,11,October,20,18,90.0
417,12,October,21,20,95.24
417,13,November,18,17,94.44
417,14,November,18,17,94.44
418,1,August,23,19,82.61
418,2,August,24,19,79.17
418,3,August,21,17,80.95
418,4,August,22,16,72.73
418,5,September,23,16,69.57
418,6,September,20,14,70.0
418,7,September,25,16,64.0
418,8,September,24,16,66.67
418,9,October,25,15,60.0
418,10,October,18,10,55.56
418,11,October,25,13,52.0
418,12,October,19,10,52.63
418,13,November,25,11,44.0
418,14,November,18,8,44.44
419,1,August,23,20,86.96
419,2,August,22,19,86.36
419,3,August,24,21,87.5
419,4,August,25,21,84.0
419,5,September,21,18,85.71
419,6,September,18,16,88.89
419,7,September,20,18,90.0
419,8,September,25,21,84.0
419,9,October,25,22,88.0
419,10,October,20,17,85.0
419,11,October,22,20,90.91
419,12,October,21,19,90.48
419,13,November,18,16,88.89
419,14,November,21,18,85.71
420,1,August,18,15,83.33
420,2,August,24,20,83.33
420,3,August,25,21,84.0
420,4,August,24,20,83.33
420,5,September,19,15,78.95
420,6,September,18,14,77.78
420,7,September,20,17,85.0
420,8,September,19,16,84.21
420,9,October,23,19,82.61
420,10,October,24,20,83.33
420,11,October,20,17,85.0
420,12,October,21,18,85.71
420,13,November,24,20,83.33
420,14,November,23,20,86.96
421,1,August,21,17,80.95
421,2,August,19,15,78.95
421,3,August,25,20,80.0
421,4,August,18,14,77.78
421,5,September,23,17,73.91
421,6,September,19,15,78.95
421,7,September,25,17,68.0
421,8,September,22,15,68.18
421,9,October,18,12,66.67
421,10,October,21,14,66.67
421,11,October,23,14,60.87
421,12,October,21,14,66.67
421,13,November,19,12,63.16
421,14,November,21,13,61.9
422,1,August,19,18,94.74
422,2,August,25,23,92.0
422,3,August,23,22,95.65
422,4,August,20,19,95.0
422,5,September,22,20,90.91
422,6,September,22,21,95.45
422,7,September,25,23,92.0
422,8,September,20,18,90.0
422,9,October,19,18,94.74
422,10,October,25,25,100.0
422,11,October,25,23,92.0
422,12,October,18,17,94.44
422,13,November,19,18,94.74
422,14,November,19,18,94.74
423,1,August,25,22,88.0
423,2,August,21,19,90.48
423,3,August,24,22,91.67
423,4,August,18,16,88.89
423,5,September,25,21,84.0
423,6,September,20,17,85.0
423,7,September,24,21,87.5
423,8,September,18,16,88.89
423,9,October,24,21,87.5
423,10,October,18,15,83.33
423,11,October,20,18,90.0
423,12,October,22,19,86.36
423,13,November,18,16,88.89
423,14,November,24,21,87.5
424,1,August,22,18,81.82
424,2,August,19,17,89.47
424,3,August,23,20,86.96
424,4,August,21,18,85.71
424,5,September,19,16,84.21
424,6,September,20,16,80.0
424,7,September,19,16,84.21
424,8,September,20,17,85.0
424,9,October,18,15,83.33
424,10,October,22,19,86.36
424,11,October,18,15,83.33
424,12,October,21,18,85.71
424,13,November,21,18,85.71
424,14,November,23,19,82.61
425,1,August,18,15,83.33
425,2,August,21,17,80.95
425,3,August,19,15,78.95
425,4,August,19,16,84.21
425,5,September,20,16,80.0
425,6,September,20,15,75.0
425,7,September,23,16,69.57
425,8,September,22,15,68.18
425,9,October,24,16,66.67
425,10,October,19,13,68.42
425,11,October,22,14,63.64
425,12,October,23,14,60.87
425,13,November,25,15,60.0
425,14,November,24,14,58.33
426,1,August,24,20,83.33
426,2,August,23,19,82.61
426,3,August,20,16,80.0
426,4,August,21,16,76.19
426,5,September,18,13,72.22
426,6,September,21,15,71.43
426,7,September,22,14,63.64
426,8,September,19,13,68.42
426,9,October,20,12,60.0
426,10,October,22,13,59.09
426,11,October,25,14,56.0
426,12,October,21,11,52.38
426,13,November,18,8,44.44
426,14,November,24,11,45.83
427,1,August,21,18,85.71
427,2,August,23,21,91.3
427,3,August,19,17,89.47
427,4,August,19,17,89.47
427,5,September,22,19,86.36
427,6,September,24,21,87.5
427,7,September,21,17,80.95
427,8,September,24,21,87.5
427,9,October,23,21,91.3
427,10,October,24,21,87.5
427,11,October,18,16,88.89
427,12,October,18,16,88.89
427,13,November,22,19,86.36
427,14,November,18,16,88.89
428,1,August,25,21,84.0
428,2,August,18,16,88.89
428,3,August,24,21,87.5
428,4,August,24,20,83.33
428,5,September,19,17,89.47
428,6,September,22,19,86.36
428,7,September,18,15,83.33
428,8,September,22,20,90.91
428,9,October,21,18,85.71
428,10,October,18,16,88.89
428,11,October,25,21,84.0
428,12,October,23,19,82.61
428,13,November,21,18,85.71
428,14,November,24,20,83.33
429,1,August,25,21,84.0
429,2,August,25,21,84.0
429,3,August,25,21,84.0
429,4,August,20,17,85.0
429,5,September,20,18,90.0
429,6,September,21,18,85.71
429,7,September,24,21,87.5
429,8,September,21,18,85.71
429,9,October,19,16,84.21
429,10,October,19,16,84.21
429,11,October,18,16,88.89
429,12,October,24,20,83.33
429,13,November,25,21,84.0
429,14,November,22,19,86.36
430,1,August,20,18,90.0
430,2,August,20,17,85.0
430,3,August,25,21,84.0
430,4,August,21,17,80.95
430,5,September,19,15,78.95
430,6,September,25,19,76.0
430,7,September,18,12,66.67
430,8,September,24,17,70.83
430,9,October,23,14,60.87
430,10,October,21,13,61.9
430,11,October,25,14,56.0
430,12,October,23,12,52.17
430,13,November,25,13,52.0
430,14,November,18,9,50.0
431,1,August,18,17,94.44
431,2,August,22,20,90.91
431,3,August,21,19,90.48
431,4,August,23,21,91.3
431,5,September,23,21,91.3
431,6,September,20,18,90.0
431,7,September,21,19,90.48
431,8,September,23,21,91.3
431,9,October,24,21,87.5
431,10,October,19,17,89.47
431,11,October,20,18,90.0
431,12,October,21,19,90.48
431,13,November,21,19,90.48
431,14,November,20,18,90.0
432,1,August,22,19,86.36
432,2,August,23,20,86.96
432,3,August,18,14,77.78
432,4,August,22,17,77.27
432,5,September,22,18,81.82
432,6,September,25,19,76.0
432,7,September,18,13,72.22
432,8,September,25,17,68.0
432,9,October,20,13,65.0
432,10,October,23,14,60.87
432,11,October,25,15,60.0
432,12,October,21,12,57.14
432,13,November,19,10,52.63
432,14,November,24,12,50.0
433,1,August,23,19,82.61
433,2,August,19,15,78.95
433,3,August,25,20,80.0
433,4,August,19,15,78.95
433,5,September,21,15,71.43
433,6,September,20,14,70.0
433,7,September,25,18,72.0
433,8,September,25,17,68.0
433,9,October,22,15,68.18
433,10,October,25,16,64.0
433,11,October,23,14,60.87
433,12,October,22,15,68.18
433,13,November,24,15,62.5
433,14,November,24,14,58.33
434,1,August,20,16,80.0
434,2,August,20,17,85.0
434,3,August,19,16,84.21
434,4,August,19,16,84.21
434,5,September,21,16,76.19
434,6,September,22,18,81.82
434,7,September,21,19,90.48
434,8,September,25,21,84.0
434,9,October,23,19,82.61
434,10,October,22,17,77.27
434,11,October,24,19,79.17
434,12,October,19,15,78.95
434,13,November,19,16,84.21
434,14,November,22,18,81.82
435,1,August,25,22,88.0
435,2,August,24,21,87.5
435,3,August,23,20,86.96
435,4,August,22,19,86.36
435,5,September,21,19,90.48
435,6,September,22,19,86.36
435,7,September,25,23,92.0
435,8,September,21,18,85.71
435,9,October,19,17,89.47
435,10,October,24,22,91.67
435,11,October,19,17,89.47
435,12,October,19,17,89.47
435,13,November,23,20,86.96
435,14,November,20,17,85.0
436,1,August,20,17,85.0
436,2,August,21,18,85.71
436,3,August,21,17,80.95
436,4,August,23,19,82.61
436,5,September,18,15,83.33
436,6,September,21,18,85.71
436,7,September,19,16,84.21
436,8,September,24,20,83.33
436,9,October,20,17,85.0
436,10,October,25,21,84.0
436,11,October,23,20,86.96
436,12,October,23,19,82.61
436,13,November,23,19,82.61
436,14,November,23,20,86.96
437,1,August,25,23,92.0
437,2,August,20,18,90.0
437,3,August,22,20,90.91
437,4,August,23,21,91.3
437,5,September,20,18,90.0
437,6,September,22,20,90.91
437,7,September,24,22,91.67
437,8,September,25,23,92.0
437,9,October,24,21,87.5
437,10,October,25,22,88.0
437,11,October,19,17,89.47
437,12,October,22,21,95.45
437,13,November,21,19,90.48
437,14,November,19,17,89.47
438,1,August,22,18,81.82
438,2,August,22,18,81.82
438,3,August,25,20,80.0
438,4,August,21,16,76.19
438,5,September,22,16,72.73
438,6,September,24,17,70.83
438,7,September,21,15,71.43
438,8,September,19,13,68.42
438,9,October,18,11,61.11
438,10,October,24,15,62.5
438,11,October,21,13,61.9
438,12,October,18,11,61.11
438,13,November,24,15,62.5
438,14,November,22,13,59.09
439,1,August,18,16,88.89
439,2,August,20,16,80.0
439,3,August,19,15,78.95
439,4,August,18,14,77.78
439,5,September,23,17,73.91
439,6,September,25,17,68.0
439,7,September,22,14,63.64
439,8,September,21,14,66.67
439,9,October,22,13,59.09
439,10,October,20,12,60.0
439,11,October,23,13,56.52
439,12,October,25,13,52.0
439,13,November,23,11,47.83
439,14,November,20,11,55.0
440,1,August,22,18,81.82
440,2,August,18,15,83.33
440,3,August,21,17,80.95
440,4,August,22,16,72.73
440,5,September,25,18,72.0
440,6,September,18,13,72.22
440,7,September,21,14,66.67
440,8,September,20,14,70.0
440,9,October,18,12,66.67
440,10,October,24,17,70.83
440,11,October,20,13,65.0
440,12,October,18,11,61.11
440,13,November,22,14,63.64
440,14,November,21,14,66.67
441,1,August,25,23,92.0
441,2,August,19,18,94.74
441,3,August,22,20,90.91
441,4,August,20,18,90.0
441,5,September,22,20,90.91
441,6,September,22,19,86.36
441,7,September,22,20,90.91
441,8,September,20,18,90.0
441,9,October,21,19,90.48
441,10,October,23,21,91.3
441,11,October,20,19,95.0
441,12,October,20,18,90.0
441,13,November,20,18,90.0
441,14,November,22,20,90.91
442,1,August,22,18,81.82
442,2,August,25,21,84.0
442,3,August,18,15,83.33
442,4,August,23,19,82.61
442,5,September,22,18,81.82
442,6,September,22,19,86.36
442,7,September,22,19,86.36
442,8,September,19,16,84.21
442,9,October,25,21,84.0
442,10,October,25,21,84.0
442,11,October,24,20,83.33
442,12,October,25,21,84.0
442,13,November,18,16,88.89
442,14,November,18,15,83.33
443,1,August,19,17,89.47
443,2,August,21,17,80.95
443,3,August,18,15,83.33
443,4,August,18,14,77.78
443,5,September,23,16,69.57
443,6,September,19,13,68.42
443,7,September,18,12,66.67
443,8,September,22,15,68.18
443,9,October,20,12,60.0
443,10,October,25,14,56.0
443,11,October,21,11,52.38
443,12,October,25,12,48.0
443,13,November,18,8,44.44
443,14,November,23,10,43.48
444,1,August,18,16,88.89
444,2,August,18,16,88.89
444,3,August,24,21,87.5
444,4,August,19,17,89.47
444,5,September,20,18,90.0
444,6,September,21,19,90.48
444,7,September,23,21,91.3
444,8,September,18,16,88.89
444,9,October,23,20,86.96
444,10,October,19,17,89.47
444,11,October,21,19,90.48
444,12,October,22,19,86.36
444,13,November,18,16,88.89
444,14,November,23,20,86.96
445,1,August,19,15,78.95
445,2,August,21,18,85.71
445,3,August,25,21,84.0
445,4,August,23,19,82.61
445,5,September,20,17,85.0
445,6,September,23,19,82.61
445,7,September,22,19,86.36
445,8,September,21,18,85.71
445,9,October,21,18,85.71
445,10,October,25,21,84.0
445,11,October,19,16,84.21
445,12,October,23,19,82.61
445,13,November,18,15,83.33
445,14,November,22,19,86.36
446,1,August,19,17,89.47
446,2,August,22,19,86.36
446,3,August,18,15,83.33
446,4,August,24,19,79.17
446,5,September,22,16,72.73
446,6,September,23,17,73.91
446,7,September,25,18,72.0
446,8,September,21,15,71.43
446,9,October,23,16,69.57
446,10,October,24,15,62.5
446,11,October,22,13,59.09
446,12,October,18,11,61.11
446,13,November,21,12,57.14
446,14,November,22,12,54.55
447,1,August,22,19,86.36
447,2,August,18,16,88.89
447,3,August,18,16,88.89
447,4,August,23,20,86.96
447,5,September,19,18,94.74
447,6,September,18,17,94.44
447,7,September,24,22,91.67
447,8,September,25,22,88.0
447,9,October,19,18,94.74
447,10,October,22,20,90.91
447,11,October,20,19,95.0
447,12,October,22,21,95.45
447,13,November,21,19,90.48
447,14,November,21,19,90.48
448,1,August,18,15,83.33
448,2,August,24,20,83.33
448,3,August,22,18,81.82
448,4,August,22,17,77.27
448,5,September,21,16,76.19
448,6,September,19,13,68.42
448,7,September,21,15,71.43
448,8,September,23,15,65.22
448,9,October,23,15,65.22
448,10,October,21,14,66.67
448,11,October,22,14,63.64
448,12,October,19,12,63.16
448,13,November,23,13,56.52
448,14,November,24,14,58.33
449,1,August,20,18,90.0
449,2,August,22,20,90.91
449,3,August,18,16,88.89
449,4,August,20,18,90.0
449,5,September,21,19,90.48
449,6,September,18,17,94.44
449,7,September,21,19,90.48
449,8,September,21,19,90.48
449,9,October,21,18,85.71
449,10,October,20,18,90.0
449,11,October,21,19,90.48
